    ,Item Type,Publication Year,Author,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Title,key,Abstract,doi url,Publication Title,ISBN,ISSN,DOI,Url,Date,Date Added,Date Modified,Pages,Begin Page,End Page,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Series,Publisher,Place,Language,Archive,Library Catalog,Extra,Notes,Publication Type 2,File Attachments,Manual Tags,Editor,Meeting Name,Meeting Location,Conference Name
U3WF25F2,journalArticle,1977,"Scarpella-Walls, Judith","Scarpella-Walls, Judith",,,,,,Obligatory vs. Optional Rules in Pedagogical Texts: The Partitive Construction in Italian,Obligatory Vs. Optional Rules In Pedagogical Texts: The Partitive Construction In Italian,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977304126&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,110-124,110,124,14,,,,,,,,,mzh,EBSCOhost,,<p>Accession Number: 1977304126. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
9YRCKUWW,journalArticle,1977,"Napoli, Donna Jo; Nespor, Marina","Napoli, Donna Jo"," Nespor, Marina",,,,,Superficially Illogical 'Non': Negatives in Comparatives,Superficially Illogical 'non': Negatives In Comparatives,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977304120&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,61-95,61,95,34,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977304120. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
PTDGFXTC,journalArticle,1977,"Saltarelli, Mario","Saltarelli, Mario",,,,,,Paradigmatic Evolution of Diphthongs: Marsian Italian and Chicano Spanish,Paradigmatic Evolution Of Diphthongs: Marsian Italian And Chicano Spanish,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977304060&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,37-43,37,43,6,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977304060. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
TW5FGELC,journalArticle,1977,"Terrell, Tracy; Garcia, Mary Ellen","Terrell, Tracy"," Garcia, Mary Ellen",,,,,Is the Use of Mood in Spanish Subject to Variable Constraints?,Is The Use Of Mood In Spanish Subject To Variable Constraints?,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303972&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,214-226,214,226,12,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303972. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
XQKLKP6P,journalArticle,1977,"Izzo, Herbert J.","Izzo, Herbert J.",,,,,,Pre-Latin Languages and Sound Changes in Romance: The Case of Old Spanish /h-/,Pre-latin Languages And Sound Changes In Romance: The Case Of Old Spanish /h-/,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303944&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,227-253,227,253,26,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303944. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
N5FUNZ3L,journalArticle,1977,"Nasjleti, David","Nasjleti, David",,,,,,Vocalic Alternation in the Spanish Verb: A Reanalysis,Vocalic Alternation In The Spanish Verb: A Reanalysis,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303922&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,145-158,145,158,13,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303922. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
G4FI8UFH,journalArticle,1977,"Harris, James W.","Harris, James W.",,,,,,Aspects of Spanish Verb Morphology,Aspects Of Spanish Verb Morphology,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303919&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,44-60,44,60,16,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303919. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
NJRV3TXN,journalArticle,1977,"Redenbarger, Wayne J.","Redenbarger, Wayne J.",,,,,,Lusitanian Portuguese (f) is ( ATR) and ( CP),Lusitanian Portuguese (f) Is ( Atr) And ( Cp),,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303795&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,26-36,26,36,10,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303795. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
5JKLN78C,journalArticle,1977,"Casagrande, Jean; Jackson, Linda","Casagrande, Jean"," Jackson, Linda",,,,,Quantifiers and Ambiguity: Looking Across Derivations,Quantifiers And Ambiguity: Looking Across Derivations,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303698&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,159-170,159,170,11,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303698. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
TVDU2G7A,journalArticle,1977,"Walker, Douglas C.","Walker, Douglas C.",,,,,,Complication in Old French Phonology,Complication In Old French Phonology,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303658&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,171-183,171,183,12,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303658. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
YWPVNJ6E,journalArticle,1977,"Chumbow, Beban","Chumbow, Beban",,,,,,On Complexity and Explanations in Linguistic Change,On Complexity And Explanations In Linguistic Change,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303637&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,184-204,184,204,20,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303637. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
8U74Q9DD,journalArticle,1977,"Valdman, Albert","Valdman, Albert",,,,,,On the Structure and Development of Creole French Dialects,On The Structure And Development Of Creole French Dialects,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303532&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,278-301,278,301,23,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303532. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
X8Q4FK6X,journalArticle,1977,"Morin, Yves Charles","Morin, Yves Charles",,,,,,Nasalization and Diphthongization in Marais Vendeen French,Nasalization And Diphthongization In Marais Vendeen French,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303509&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,125-144,125,144,19,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303509. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
MQG8EWGK,journalArticle,1977,"Reighard, John","Reighard, John",,,,,,The Evolution of Variable Rules: A Case of Lexical Constraints,The Evolution Of Variable Rules: A Case Of Lexical Constraints,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303366&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,96-109,96,109,13,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303366. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
4PBUS79U,journalArticle,1977,"Klausenburger, Jurgen","Klausenburger, Jürgen",,,,,,Rhotacism in Latin: Phonological or Morphological Rule?,Rhotacism In Latin: Phonological Or Morphological Rule?,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303365&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,205-213,205,213,8,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303365. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
CX9ZR4TY,journalArticle,1977,"Agard, Frederick B.","Agard, Frederick B.",,,,,,The Auxiliary in Romance,The Auxiliary In Romance,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303322&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,14-25,14,25,11,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303322. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
ZZXITKS4,journalArticle,1977,"Wanner, Dieter","Wanner, Dieter",,,,,,Heuristics of Substratum,Heuristics Of Substratum,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303298&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,1-13,1,13,12,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303298. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
J4E3XMBC,journalArticle,1977,"Malkiel, Yakov","Malkiel, Yakov",,,,,,"Gender, Sex, and Size, as Reflected in the Romance Languages","Gender, Sex, And Size, As Reflected In The Romance Languages",,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303291&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,254-277,254,277,23,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303291. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
ZTMT3XZ2,journalArticle,1977,"Hall, Robert A., Jr.","Hall, Robert A., Jr.",,,,,,Romance Linguistics: Whence and Whither?,Romance Linguistics: Whence And Whither?,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977303289&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,302-321,302,321,19,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977303289. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
IILFV8GA,journalArticle,1977,"Hagiwara, Michio Peter","Hagiwara, Michio Peter",,,,,,The Role of Applied Linguistics in the Teaching of Romance Languages,The Role Of Applied Linguistics In The Teaching Of Romance Languages,,,Studies in Romance Linguistics,,,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1977300427&site=ehost-live,1977,10/31/19 14:22,10/31/19 14:22,322-341,322,341,19,,,,,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1977300427. Publication Type: book article. Language: English. Update Code: 197701.</p>,book article,,,"Hagiwara, Michio Peter",LSRL05,University of Michigan,Linguistic Symposium on Romance Languages
IQAL7YKK,journalArticle,1978,"Saltarelli, Mario","Saltarelli, Mario",,,,,,The Relational Grammar of Reduced Complements in Italian,The Relational Grammar Of Reduced Complements In Italian,,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,0700-4907,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1980307241&site=ehost-live,1978,10/8/19 18:29,10/8/19 18:29,243-262,243,262,19,,10,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1980307241. Publication Type: Journal Article. Language: English. Update Code: 198001. Sequence No: 1980-3-7241.</p>,book article,,syntax; Italian language,"Morin, YC and Querido, AA",LSRL06,Université de Québec à Montréal,Linguistic Symposium on Romance Languages
YQCIC62M,journalArticle,1978,"Napoli, Donna Jo","Napoli, Donna Jo",,,,,,A Look at Some Adverbs and Prepositions in Italian: Evidence for Syntactic Analogy,A Look At Some Adverbs And Prepositions In Italian: Evidence For Syntactic Analogy,,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,0700-4907,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1980307227&site=ehost-live,1978,10/8/19 18:29,10/8/19 18:29,191-218,191,218,27,,10,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1980307227. Publication Type: Journal Article. Language: English. Update Code: 198001. Sequence No: 1980-3-7227.</p>,book article,,,"Morin, YC and Querido, AA",LSRL06,Université de Québec à Montréal,Linguistic Symposium on Romance Languages
A3QBATQR,journalArticle,1978,"Reynolds, Laurie; Meza-Dombkowski, Elvira","Reynolds, Laurie"," Meza-Dombkowski, Elvira",,,,,Relational Grammar and the Spanish Middle Voice,Relational Grammar And The Spanish Middle Voice,,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,0700-4907,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1980306845&site=ehost-live,1978,10/8/19 18:29,10/8/19 18:29,219-229,219,229,10,,10,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1980306845. Publication Type: Journal Article. Language: English. Update Code: 198001. Sequence No: 1980-3-6845.</p>,book article,,Spanish language,"Morin, YC and Querido, AA",LSRL06,Université de Québec à Montréal,Linguistic Symposium on Romance Languages
35RIUGFN,journalArticle,1978,"Demonte, Violeta","Demonte, Violeta",,,,,,A 'Direction in the Influence' Principle and the Phenomena of Coreference in Spanish,A 'direction In The Influence' Principle And The Phenomena Of Coreference In Spanish,,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,0700-4907,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1980306818&site=ehost-live,1978,10/8/19 18:29,10/8/19 18:29,61-78,61,78,17,,10,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1980306818. Publication Type: Journal Article. Language: English. Update Code: 198001. Sequence No: 1980-3-6818.</p>,book article,,,"Morin, YC and Querido, AA",LSRL06,Université de Québec à Montréal,Linguistic Symposium on Romance Languages
8MAJEU6Z,journalArticle,1978,"Rivero, Maria-Luisa","Rivero, María-Luisa",,,,,,A Speech Act Analysis of Polite Verb-Forms in Romance,A Speech Act Analysis Of Polite Verb-forms In Romance,,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,0700-4907,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1980306790&site=ehost-live,1978,10/8/19 18:29,10/8/19 18:29,231-242,231,242,11,,10,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1980306790. Gloss: Esp. Sp. Publication Type: Journal Article. Language: English. Update Code: 198001. Sequence No: 1980-3-6790.</p>,book article,,Romance languages; semantics; bibliography; Pre-Romance languages,"Morin, YC and Querido, AA",LSRL06,Université de Québec à Montréal,Linguistic Symposium on Romance Languages
39JZS8Q6,journalArticle,1978,"Lozano, M. Carmen","Lozano, M. Carmen",,,,,,On the Explanation of Rule Order Differences in Two Dialects of Spanish,On The Explanation Of Rule Order Differences In Two Dialects Of Spanish,,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,0700-4907,,http://ezproxy.lib.utexas.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=mzh&AN=1980306747&site=ehost-live,1978,10/8/19 18:29,10/8/19 18:29,91-102,91,102,11,,10,,Montreal Working Papers in Linguistics/Recherches Linguistiques a Montreal,,,,,mzh,EBSCOhost,0,<p>Accession Number: 1980306747. Gloss: Spirantization & voicing assimilation Publication Type: Journal Article. Language: English. Update Code: 198001. Sequence No: 1980-3-6747.</p>,book article,,phonology; dialectology,"Morin, YC and Querido, AA",LSRL06,Université de Québec à Montréal,Linguistic Symposium on Romance Languages
